target logical datacenter,目标逻辑数据中心
Call History,呼叫记录
history,历史记录
code snippet,代码片段
batch job,批处理作业
exclamation point,感叹号
retail key,零售密钥
UPnP technology,UPnP 技术
speech recognition profile,语音识别配置文件
MOM Reporting Server,MOM 报表服务器
internal company,内部公司
edit control,编辑控件
Soundtrack,原声带
filtered HTML,已筛选的 HTML
time stamp,时间戳
fit,适应
correlation set,相关集
Windows Media file,Windows Media 文件
use case,用例
marquee,字幕
data collection logger,数据收集记录器
Electronic,电子音乐
auto-report,自动报表
disc burner,光盘刻录机
modem,调制解调器
modulator/demodulator,调制解调器
tree diagram,树形图
capture,捕获
free-threaded component,自由线程组件
object handler,对象处理程序
copyright notice,版权声明
Windows File Protection,Windows 文件保护
nonrepeatable read,不可重复读
URL smashing,启用 URL 劲爆功能
round robin,轮循机制
search,搜索
Master Category List,主类别列表
uniqueidentifier data type,uniqueidentifier 数据类型
database grooming,数据库整理
submodel,下级模型
Web reference,Web 引用
Web service reference,Web 服务引用
visited hyperlink,访问过的超链接
followed hyperlink,已访问过的超链接
ICQ exploit,ICQ 攻击
object library,对象库
business information,业务信息
work item,工作项
pass-through query,传递查询
plus or minus sign,正负号
manual test template,手动测试模板
cause and effect diagram,因果图
Ishikawa diagram,石川图
fishbone diagram,鱼骨图
characteristic diagram,特性图
partial localization,部分本地化
notice,通知
SMS inventory,SMS 清单
multicast static route,多播静态路由
draft,草稿
affinity,相关性
code segment,代码段
edit command,编辑命令
service instance,服务实例
hot docking,热插接
inking,墨迹书写
critical update,关键更新
site assignment,站点分配
Gaussian Blur,高斯模糊
Tent card,名牌
hardware failure,硬件失败
partition boot sector,分区引导扇区
catalog merge area,目录合并区
metadata publisher,元数据发布程序
high priority update,高优先级更新
precedent,引用单元格
Virtual Machine Remote Control,虚拟机远程控制
distributed partitioned view,分布式分区视图
rs utility,rs 实用工具
adjusted percentage,折扣百分比
compile time,编译时
compile-time,编译时
DPM Management Pack,DPM 管理包
classification matrix,分类矩阵
fixed server role,固定服务器角色
resource,资源
swap,切换
publishing point,发布点
method of contact,联系方式
assembly,集合
leaf member,叶成员
gradient,渐变
Internet gateway,Internet 网关
presence,状态
cabinet file,Cabinet 文件
Block list,阻止名单
Emergency Management Services,紧急管理服务
threshold,阈值
threshold value,阈值
HTML source,HTML 源代码
bit stream,位流
hard-coding,硬编码
account expiration,帐户有效期限
plug-in,插件
account manager,帐户管理员
bit block,位块
home server,主服务器
residential server,承载服务器
Quick Tag Tree,快速标记树状图
authentication delegation,身份验证委派
button control,按钮控件
provision,预配
runspace,运行空间
Banks Automated Clearing System,银行自动对帐系统
BACS,银行自动对帐系统
category hierarchy,类别层次结构
detach,拆离
return code,返回代码
reference dimension,引用维度
equipment mailbox,设备邮箱
pager,寻呼机
banner,横幅
banner ad,横幅广告
ActiveX object,ActiveX 对象
Automation object,自动化对象
profile,配置文件
unenforced relationship,非强制关系
High-Definition Television,高清晰度电视
autonomous system boundary router,自治系统边界服务器
attribute field,属性域
assembly manifest,程序集清单
manifest,清单
theater mode,影院模式
log entry,日志项目
Suggestive Themes,暗示性主题
mask,过滤
checked build,已检验版本
primary client computer,主客户端计算机
concrete class,实际类别
audio output,音频输出
audio response,音频响应
digital signature,数字签名
signature,签名
dimension,维度
Trailer,预告片
tab,选项卡
management pack,管理包
video transition,视频过渡
counterfeit software,仿冒软件
carrier detected,载波检测 
rudder control,方向舵控制器
fact data,事实数据
Audio toolbar,音频工具栏
surface area,外围应用
location profile,位置配置文件
ad click,广告点击
data channel,数据信道
D-channel,D 信道
Silver,银牌服务
job object,作业对象
visual total,直观合计
corrupt,损坏
RSS Subscriptions,RSS 订阅
Hate speech,仇恨语言
master database,master 数据库
PAGE UP key,Page Up 键
bullet,点符
conferencing information,会议信息
open opportunity,未结商机
Work,工作
deallocate,解除分配
will call,自提
auxiliary class,辅助类别
policy bar code,策略条码
Digital Signature Standard,数字签名标准
Musical,音乐剧
hardware ID,硬件 ID
packet,数据包
battery,电池
embedded resource,嵌入的资源
crop,裁剪
desired zone,所需区域
directory browsing,目录浏览
play,播放
tracer token,跟踪令牌
Drawing Explorer,绘图资源管理器
compiler,编译程序
encryption key,加密密钥
data encryption key,数据加密密钥
indexed view,索引视图
task object,任务对象
"connected, user authenticated",已连接， 用户身份已验证
permissions level,权限级别
measure,度量值
dynamic locking,动态锁定
background,背景
deployment manifest,部署清单
expansion slot,扩展槽
capitalized,大写
Dial by Name,按名字拨叫
range partitioning,按范围分区
WS-Federation Passive Requestor Profile,WS 联合身份验证被动请求者配置文件
toll,电话
subkey,子项
one-pass encoding,单步编码
managed property,托管属性
redirector,重定向程序
external style sheet,外部样式表
clipbook,剪贴薄
hash,哈希
Normal style,正文样式
dial-up,拨号
jukebox,自动唱片点唱机
universal group,通用组
paragraph formatting,段落格式
charge-coupled device,电荷耦合设备
target identifier,目标识别器
RDF Site Summary,RDF 站点摘要
Really Simple Syndication,真正简单的整合
Rich Site Summary,极具特色的网站摘要
custom client control,自定义客户端控件
MUI Pack,MUI 包
Multilingual User Interface Pack,多语言用户界面包
WMI Numeric Event Provider,WMI 数字事件提供者
distinguished folder,可分辨文件夹
mirror server,镜像服务器
plan cache,计划缓存
unbound report,未绑定报表
subject line,主题行
f-number,F 值
focal ratio,焦比
clipboard,剪贴板
relational database management system,关系数据库管理系统
client logoff Web page,客户端注销网页
service level,服务级别
keypad,小键盘
numeric keypad,数字键盘
information disclosure,信息泄漏
dial plan,拨号计划
picture placeholder,图片框
network database,网络数据库
property fields,属性字段
Crude Humor,粗暴幽默
sharing invitation,共享邀请
invitation,邀请
transmission,传输
arithmetic logic unit,算术逻辑单元
invoke,调用
Pre-Boot Execution Environment,预启动执行环境
ROM emulator,ROM 仿真程序
ROM simulator,ROM 仿真程序
column,列
real time,实时
splash screen,初始屏幕
Hardware Functionality Scan,硬件功能性扫描
preinstallation,预安装
PivotTable report,数据透视表
mandatory parameter,强制参数
required parameter,必需的参数
property set,属性集
Service Quality Metrics,服务质量指标
agent character,向导角色
VPN client,VPN 客户
anonymous FTP,匿名 FTP
Component Platform Interface,组件平台接口
channel,通道
credit limit check,信用额度检查
code complete, 代码完成
Differentiated Services,差分服务
clock tick,时钟计时周期
CPU cycle,CPU 周期
mirrored media set,镜像媒体集
active statement,活动语句
Notes E-mailed To Me,发给我的电子邮件笔记
store,存储
Server Gated Cryptography,服务器网关加密
flagged,己标记
installed language,默认语言
high-low lines,高低点连线
data collector,数据收集器
drawing object,图形对象
Text,文本
status message,状态消息
format,格式化
pyramid diagram,棱锥图
Status Message Viewer,状态消息查看器
gloss optimizer,光泽优化器
unenlist,取消登记
text placeholder,文本占位符
status summarizer,状态摘要生成器
signed integer,带符号整数
polling query,轮询查询
activate,激活
anonymous binding,匿名绑定
handout,讲义
backup browse server,备份浏览服务器
instance,实例
default worksheet template,默认工作表模板
shared user account,共享的用户帐户
available,有空
frame,帧
Snapshot slide,快照幻灯片
locked user profile,锁定的用户配置文件
File,文件
self-modifying code,自修改代码
wireless network,无线网络
handle,句柄
child category,子类别
key repeat rate,按键重复速率
repeat rate,重复速率
Vector Markup Language,矢量标记语言
streaming buffer,流式缓冲区
Sex education,性教育
Indie,独立
note-taking tool,笔记记录工具
trail byte,结尾字节
compiler option,编译器选项
tap,点击
apply,应用
"atomicity, consistency, isolation, durability","原子性, 一致性, 隔离性, 持久性"
certification hierarchy,证书层次结构
name release,名称释放
user,用户
collaborative slide,协作幻灯片
application isolation,应用程序隔离
unit,计价单位
Advanced Program-to-Program Communication File Transfer Protocol,高级程序间通信文件传输协议
broadband over power lines,电力宽带
Network Load Balancing,网络负载均衡
Slow Rock,慢摇滚
syntax,语法
confidence interval,置信区间
file share witness,文件共享见证
active partition,活动分区
sequenced collection,顺序集合
integrated device electronics,集成驱动电子设备
integrated drive electronics,集成驱动电子设备
Meet Now,立即开会
volume bitmap,卷位图
fax,传真
credit,贷记
polymorphism,多形性
service agreement line,服务协议行
overflow text,溢出文本
overflow,溢出
notifications,通知
Integrated Services Digital Network,综合业务数字网
Select Annotations tool,选择注释工具
align,对齐
fraction,分数
multiplex,多路复用
external user,外部用户
Invite,邀请
format bar,格式栏
composite,复合
server-based web site,基于服务器的网站
default hyperlink,默认超链接
Activity Propagation,活动传播
plotter font,绘图字体
root hints,根目录提示
application,应用程序
GUID partition table,GUID 分区表
status system,状态系统
metadata,元数据
relational expression,关系表达式
BAM Event Bus MMC,BAM 事件总线 MMC
one-to-many relationship,一对多关系
Sign in as,登录为
game,游戏
virtual link,虚拟链路
multicurrency,多货币
log chain,日志链
direct memory access,直接内存访问
positioned update,定位更新
keyset-driven cursor,由键集驱动的游标
familiar Office program,常用 Office 系列产品
datareader,DataReader
multiserver administration,多服务器管理
HDCD Low Level Extension,HDCD 低级扩展
disclaimer,免责
General Audience,普通观众
reference data cache,引用数据缓存
multiple bit rate,多比特率
multi-bitrate,多比特率
authentication provider,验证提供程序
scalar data type,标量数据类型
My Home page,我的主页
partial backup,部分备份
dynamic report,动态报表
audit mode,审核模式
net change master scheduling,净需求变化主计划编制
decompress,解压缩
uncompress,解压缩
BizTalk Explorer,BizTalk 资源管理器
left align,左对齐
label,标签
pure code,纯代码
invite,邀请
isochronous,常时等量
snapline,对齐线
master,主控形状
media family,媒体簇
ENTER key,ENTER 键
partial database restore,数据库部分还原
external item,外部项
snapshot replication,快照复制
possible owner,可能的所有者
authoring pane,创作窗格
passive client,被动客户端
code page,代码页
signature file,签名文件
workspace,工作区
hard link,硬链接
asterisk,星号
fraudulent,欺骗性的
working copy,工作副本
Unique Program Identifier,唯一程序标识符
Alert view,警报视图
bit mask,位掩码
bitmask,位掩码
No Control,无控制
friendly,友好地
Single data type,简单数据类型
Multipath I/O,多路径 I/O
string delimiter,字符串分隔符
prepaid model,预付模式
cycle start date,周期开始日期
self-test,自测试
task pane,任务窗格
hold status,受限状态
source document,源文档
orientation,打印方向
pipeline component,管道组件
progress indicator,进度指示器
principal server,主体服务器
remote data,远程数据
department,部门
redo phase,重做阶段
redo,恢复
child object,子对象
Title area,标题区域
literal,文本
cash flow forecast,现金流量预测
worker thread,工作线程
snip,截图
frames page,框架网页
frameset,框架集
consumption statement,消耗报表
ABC classification,ABC 分类
control skin,控件外观
configuration group,配置组
Windows Easy Transfer,Windows 轻松传送
summary,摘要
hardware branch,硬件项
Virtual Machine Manager Self-Service Portal,Virtual Machine Manager 自助服务门户
destination model,目标模型
non-transacted pipeline,非事务处理流水线
action account,操作帐户
fill type,填充类型
initializer,初始化表达式
remotely administered server,远程管理服务器
headless server,无外设服务器
rule,规则
change type attribute,更改类型属性
commodity,商品
board,插件板；电路板
optional,可选的
axis,轴
cluster network address,群集网络地址
carrier frequency,载波频率
in-schema property,架构内属性
ID selector,ID 选择器
type,铅字
data definition language,数据定义语言
data description language,数据描述语言
plumb,联结
Quick Create,快速创建
kernel time,内核时间
Load Test Editor,负载测试编辑器
descendant,后代
identity column,标识列
pallet,托盘
Rotate 180,旋转 180
verifier provider,验证提供程序
letter quality,信件质量
network location awareness service,网络位置感知服务
Network Awareness,网络感知
multilayer,多层
latency,延迟
light,光
default data file,默认数据文件
layered driver,分层驱动程序
Darkwave,黑潮音乐
text trainer,文本训练程序
discretized column,离散化列
proximity search,邻近搜索
net amount,净额
embedded file,嵌入的文件
class meta-data,类元数据
Equation Builder,方程式生成器
Microsoft Support Diagnostic Tool,Microsoft 支持诊断工具
data generation plan,数据生成计划
virus signature,病毒特征
fee transaction,费用交易记录
Cached Exchange Mode,缓存 Exchange 模式
token,标记
relative reference,相对引用
on-account statement,分期付款报表
script anchor,脚本定位标记
assistant shape,助手形状
security filtering,安全筛选
class diagram,类图
Sys Rq key,系统请求键
thaw,解冻
document window,文档窗口
sale,销售
released order,下达单
exploit,攻击
shallow copy,卷影副本
scrolling speed,滚动速度
authorized distributor,授权分销商
Public,公开
External Contacts,外部联系人
store-and-forward replication,存储转发复制
Fantasy Violence,幻想暴力
column ordinal,列序号
voice call,语音呼叫
sales territory,销售区域
multiple masters,多母板
life cycle,生命周期
workbook,工作簿
collection,收藏
SOAP header,SOAP 标头
recording,录制
color palette,调色板
palette,调色板
recognition,识别
encrypt,加密
hash,哈希
message digest,哈希
hash code,哈希代码
digest,摘要
Group Policy template,组策略模板
system media pool,系统媒体池
virtual floppy disk,虚拟软盘
CLM reports,CLM 报表
AutoFilter,自动筛选
variable,变量
thumb,Thumb 控件
thumb control,Thumb 控件
capacity,容量
isolated storage,独立存储
Now Playing,正在播放
escalation,升级
rounding policy,舍入原则
scan,扫描
voucher,凭证
phantom bill of material,虚拟物料清单
finger,获取
expense,费用
form data file,表单数据文件
swatch,样本
failover time,故障转移时间
volume,音量
build directory,生成目录
rule collection,规则集合
Run As profile,作为配置文件运行
filter link,筛选器链接
parallel port,并口
inverse telecine,反转电视电影
color printer,彩色打印机
card,卡
performance test,性能测试
error correction,错误纠正
verify,验证
privacy policy,隐私策略
Privacy Policy,隐私权政策
business user,业务用户
user-defined dimension,用户定义维度
accelerator editor,快捷键编辑器
very large database,非常大的数据库
numeric expression,数值表达式
free space,可用空间
program,程序
application,应用程序
app,应用
offline folder file,脱机文件夹文件
notification group,通知组
hard recovery,硬恢复
Virtual Disk Service,虚拟磁盘服务
cache,缓存
volume,卷
HTML server control,HTML 服务器控件
fact retriever,事实检索器
compound path,复合路径
hubbed mode,集中模式
gripper,控制手柄
fill,填充
Fusion,融合
database script,数据库脚本
site hop,网站跃点
remote data access,远程数据访问
layout table,布局表格
repeat key,重复键
RFID Manager,RFID 管理器
deinterlace,取消隔行扫描
Food and Drug Administration,食品和药物管理局
load balancing,负载均衡
Mini toolbar,浮动工具栏
end tag,结束标记
internet,Internet
rights template,权限模板
bus mouse,总线鼠标
record,记录
row,行
data marker,数据标记
job schedule,作业日程安排
option set,选项集
contact card,联系人卡片
protested bill of exchange,拒付汇票
password propagation,密码传播
hybrid hard disk,混合硬盘
hybrid drive,混合驱动器
tarpitting interval,缓送间隔
performance measure,性能测量值
physical design, 物理设计
spin box,数字调整框
direct cable connection,直接电缆连接
flat list,简单列表
taskbar,任务栏
extended selection,扩展选择
write-ahead log,预写日志
Campaign Type,市场活动类型
High-Performance Media Access Technology,高性能媒体存取技术
capitalization,资本化
Custom Task Wizard,自定义任务向导
Search Virtual Folder,搜索虚拟文件夹
toolbox,工具箱
Appointment details,约会详细内容
file system,文件系统
alpha,appha 的
form library,表单库
bond,铜版纸
Network Store Interface,网络存储界面
callback security,回拨安全设置
channel,渠道
Application Planning and Design Guide,应用规划和设计指南
registry boot,注册表启动
Trivial File Transfer Protocol,日常文件传输协议
secondary data source,辅助数据源
private,专用
guest operating system profile,来宾操作系统配置文件
OLE server,OLE 服务器
key generator,密钥生成器
actions pane,操作窗格
user password,用户密码
out-of-box driver,全新驱动程序
authenticated access,验证的访问
cipher,密码
Windows Mobile Device Center,Windows Mobile 设备中心
Device Center,设备中心
value expression,值表达式
quarantine,隔离
Autodiscover service,自动发现服务
container,容器
control protocol plug-in,控制协议插件
domain,域
standard keyboard,标准键盘
keyboard,键盘
account manager,帐户管理员
animation,动画
factory mode,工厂模式
zero bug bounce,零 Bug 反弹
data tier,数据层
preemptive multitasking,强占式多任务
allocation unit,分配单元
designer,设计器
raw data,原始数据
fax call,传真电话
disabled,禁用的
unavailable,不可用的
dimmed,变暗的
First Name,名
managing editor,管理编辑器
backlog,积压工作 (backlog)
.inf file,.inf 文件
information file,信息文件
connection manager,连接管理器
My Reports,我的报表
session,会话
descriptor,描述符
double word,双字
master key,主密钥
Search Folders,搜索文件夹
task area,任务区域
access code,访问代码
password,密码
Web restrictions,Web 限制
Join,加入
on-screen keyboard,屏幕键盘
Avantgarde,前卫
database development life cycle,数据库开发生命周期
drag,拖动
display mode,显示模式
ad click rate,广告点击率
circular dependency,循环依赖
ATR string,ATR 字符串
sparing table,备用表
affiliate application,关联应用程序
extensibility,扩展性
Pause,暂停
string expression,字符串表达式
Class Designer,类设计器
low vision,弱视
catalog,目录
client access license,客户端访问许可证
unrealized loss,或有损失
redistribute,重新分布
publication database,发布数据库
Directory Management Service,目录管理服务
remote computer,远程计算机
remote machine,远程计算机
motion path,动作路径
directory store,目录存储
ReportServer service,ReportServer 服务
iSCSI target,iSCSI 目标
content library,内容库
Internet content provider,Internet 内容提供商
router,路由器
banded,镶边
static control,静态控件
referenced key,被引用键
shear handle,扭曲图柄
shotgun microphone,定向麦克风
Business Tools menu,业务工具菜单
locale,区域设置
Windows sockets,Windows 套接字
constrained delegation,约束委派
code analysis,代码分析
personal digital assistant,个人数字助理
export,导出
tablet PC,Tablet PC
tablet,平板
financial statement,财务报表
alpha version,alpha 版本
initial snapshot,初始快照
event,事件
subscriber access number,订阅者访问号码
code profiler,代码探查器
CD burner speed,光盘刻录机速度
item requirement,物料需求
send pipeline,发送管道
link translation mapping,链接转换映射
letterbox,上下黑边
More,更多
Move Contact to,将联系人移动到
disjoint selection,非连续选择
text-to-speech,文本到语音转换
Recurrence,重复周期
Repeat,重复
post,过帐
effective,有效的
Alcohol Reference,酒精使用
nest,嵌套
menu label,菜单标签
spot light,投射光
physical path,物理路径
source program,源程序
Solution Accelerator,解决方案加速器
Development Accelerator Core,开发加速器核心
Development Accelerator Extended,开发加速器扩展
Create New Group,创建新组
company information,企业信息
Scissors,剪刀
flat appearance,平面外观
Microsoft CRM Implementation Guide,Microsoft CRM 实施指南
Microsoft Dynamics CRM Implementation Guide,Microsoft Dynamics CRM 实施指南
on-premises,本地
interaction designer,交互设计器
Ink,墨迹
contextual,上下文的
power conditioning,电力调节
implicit cursor conversion,隐式游标转换
cursor degradation,游标降级
drill through,钻取
field data types,字段数据类型
organization claim,组织声明
GIF animation,GIF 动画
outside-in activation,外部内激活
turnover,营业额
race condition,争用条件
Business Contact Manager toolbar,Business Contact Manager 工具栏
Asset Intelligence,资产智能
intercompany master scheduling,内部公司主计划编制
child window,子窗口
DHCP NAP enforcement server,DHCP NAP 强制服务器
input scope,输入值范围
optimized HTML,优化的 HTML
digital video recorder,数码录像机
application icon,应用程序图标
Non-Working Time,非工作时间
nonworking time,非工作时间
text attributes,文本属性
executable file,可执行文件
executable,可执行的
primary Management Server,主管理服务器
concatenate,连接
client subscription,客户端订阅
local subscription,本地订阅
anti-phishing,防钓鱼
break,中断
Opportunity Record,商机记录
status bar,状态栏
dual boot,双引导
drill down,向下钻取
drilldown,向下钻取
union query,联合查询
HWS workflow,HWS 工作流
Human Workflow Services workflow,工作流服务工作流
application system,应用程序系统
hardware compression,硬件压缩
pull subscription,请求订阅
synchronous data link control,同步数据链路控制
three-factor authentication,三重身份验证
temporary smart card,临时智能卡
security principal,安全主体
principal,主体
automatic scrolling,自动滚动
SoundSentry,声音卫士
scrolling combo box,滚动组合框
underscore,下划线字符
LOW LINE,下划线
bottleneck,瓶颈
flow,流
Flow dimension member,流维度成员
analysis,分析
exchange rate,汇率
semiadditive measure,半累加性度量值
sample application,示例应用程序
Windows Preinstallation Environment,Windows 预安装环境
report history,报表历史记录
bit count,位计数
PC-to-PC cable,PC 到 PC 电缆
acceptance criteria, 验收条件
browser mix,浏览器组合
Burnt Glaze Button,烘烤着色按钮
variant expression,变量表达式
routing group connector,路由组连接器
Operations Manager object,Operations Manager 对象
buffer control block,缓冲区控制块
SECTION SIGN,节标记
data source driver,数据源驱动程序
linear search,线性搜索
recordset,记录集
skin definition file,外观定义文件
contract,合同
submit,提交
HDCD Peak Extension,HDCD 峰值扩展
Slide Library,幻灯片库
dynamic,动态的
dash,#VALUE!
Smaller,较小
smooth,平滑
operand,操作数
commit,确认
extract,提取
event table,事件表
infrastructure master,基础结构主机
send port group,发送端口组
distribution list,通讯组列表
soft stop,软停止
media information,媒体信息
Exchange Web Services,Exchange Web 服务
generator,生成器
ISDN terminal adapter ,ISDN 终端适配器
terminal adapter,终端适配器
flag,标志
Layout Preview,布局预览
removable media,可移动媒体
partitioning,分区
desktop experience,桌面体验
PC experience,电脑体验
Microsoft Sequence Clustering algorithm,Microsoft 顺序分析和聚类分析算法
RFID store,RFID 存储
Document Object Model,文档对象模型
moiré pattern,波纹图案
red/black tree,红黑树
column guide,列参考线
open appearance,打开外观
paragraph indent,段落缩进
subreport control,子报表控件
subform control,子表单控件
in-process,进程内
anonymous replica,匿名复制
certificate issuer,证书颁发者
modem compression,调制解调器压缩
availability indicator,可用状态指示
global assembly cache,全局程序集缓存
natural hierarchy,自然层次结构
attach,附加
resource dictionary,资源字典
clear,清除
conference,会议
conditional sales tax,特殊销售税
calculation subcube,计算子多维数据集
ASP.NET page,ASP.NET 页面
rule firing,规则触发
control flow,控制流
response queue,响应队列
transaction number,事务号码
Web folder,Web 文件夹
exit module,退出模块
binary format,二进制格式
data processing extension,数据处理扩展插件
Fine-Grained Permissions,细化权限
mute,静音
Techno,数字
database filter,数据库筛选器
configuration rule,配置规则
use tax,销项税
recovery branch,恢复分支
directory service,目录服务
assembler,组装器
double-sided disk,双面磁盘
mapped file,映射文件
recovery path,恢复路径
Portable Network Graphics,可移植网络图形格式
display setting,显示设置
site database server,站点数据库服务器
Web Proxy AutoDiscovery,Web 代理服务器自动发现协议
custom toolbar,自定义工具栏
build error,生成错误
power,力量
Authorization Manager,授权管理器
global attribute,全局属性
drill through,钻取
report queue,报告队列
Scheduling and Delivery Processor,计划和传递处理器
inode,Inode
associated PivotTable report,关联的数据透视表
slice,切片
global replica,全局副本
Registry Editor,注册表编辑器
code-behind file,代码隐藏文件
code-behind page,代码隐藏页面
file screen,文件屏蔽
EXCH50 binary large object,EXCH50 二进制大型对象
fixed cost,固定成本
DAS registry,DAS 注册表
Differentiated Services Code Point,区分服务代码点
associate,关联
populate,depending on context: 写入，填充
equijoin,同等联接
residential gateway,住宅网关
close tag,结束标记
select,选择
Windows Media Encoding Script,Windows Media 编码脚本
add-on device,附加设备
add-on,附加设备
Customer Experience Improvement Program,客户体验改善计划
Automated System Recovery,自动系统恢复
RCA connector,RCA 连接器
Advanced RISC Computing,高级 RISC 计算
Use of Tobacco,烟草使用
Building Blocks Organizer,构建基块管理器
Resource Monitor,资源监视器
duplicate alert suppression,重复警报抑制
decompression,解压缩
column delimiter,列分隔符
multiplexed,多路复用的
muxed,混合
directory control block,目录控制块
DCB,DCR
proof of concept,概念证明
synchronization with consistency check,一致性同步检查
Deployment Manager,部署管理器
intrinsic event,内在事件
implicit intersection,绝对交集
Microsoft Knowledge Base,Microsoft 知识库
data set,数据集
dataset,数据集
instrumentation,检测
inline movie,“嵌入式”影片
Originating Lead,原始潜在顾客
Visual Basic Editor,Visual Basic 编辑器
piecework,计件工作
called subscriber ID string,接收用户 ID 字符串
network service set identifier,网络服务集标识符
Service Set Identifier,服务集标识符
changed lines,修订行
article,文章
post,发表物
extended property,扩展属性
information,信息
info,信息
query expression,查询表达式
parameterized type,参数化类型
session identifier,会话标识符
packing unit,包装单位
HIPAA Privacy Rule,HIPAA 隐私规则
boot volume,引导卷
default subnet mask,默认子网掩码
dynamically expanding virtual hard disk,动态扩充虚拟硬盘
content,内容
multicast address resolution service,多播地址解决方案服务
secondary server,辅助服务器
managed host,托管主机
User Manager,用户管理器
overwrite,覆盖
union,联合
protect,保护
Posterize,招贴画效果
default device,默认设备
null reference,空引用
Spotlight,聚焦
page-description language,页面描述语言
Session Description Protocol,会话描述协议
folder tree,文件夹树
content index server,内容索引服务器
MBR disk,MBR 磁盘
report module,报表模块
daisy-wheel printer,菊花轮打印机
trusted forest,受信任林
Shadow Copies for Shared Folders,共享文件夹的卷影副本
Insert Values query,插入值查询
open proxy,开放代理服务器
ISP sign-up server,ISP 注册服务器
Give Control,授予控件权
data group,数据组
adjusted price value,折后价格(非当地币值)
area,区域
strikethrough,删除线
resource link,资源链接
shared memory,共享内存
synchronization log,同步日志
Message Policy,邮件策略
kernel-mode driver,内核模式驱动程序
metering aggregation service,计量聚合服务
private assembly,私有程序集
Orchestration Designer,业务流程设计器
Double Data Rate Synchronous DRAM,双信道同步动态 DRAM
atomic orchestration,原子业务流程
alert,警报
History list,历史记录列表
disk cache,高速磁盘缓存
viewer,查看器
blind via,盲孔
code stub,代码存根
Time Management,时间管理
digital fingerprint,数字指纹
trading partner,贸易合作伙伴
Acid,迷幻
changeset,变更集
change set,变更集
Easy Listening,轻音乐
solution architecture,解决方案体系结构
guide,参考线
packet switching,分组交换
contact,联系人
secure channel,安全通道
Active Directory Service Interfaces,Active Directory 服务接口
explicit profiling,显式配置处理
attribute discovery,属性发现
debit,借记
ciphertext,已加密文本
extended stored procedure,扩展存储过程
public switched telephone network,公用电话交换网
Big Band,大乐团爵士
glue chasing,粘附追踪
initial synchronization,初始同步
Virtual PC,虚拟 PC
XML Path Language,XML Path 语言
default value,默认值
static dialog box,静态对话框
Network Information Service,网络信息服务
sync,同步
synchronization,同步
data synchronization,数据同步
severity code,严重性代码
test,测试
user-interface thread,用户界面线程
DHCP NAP enforcement client,DHCP NAP 强制客户端
appointment,约会
client cursor,客户端游标
relationship object,关系对象
keyframe,关键帧
key frame,关键帧
optional section,可选节
crash,故障
logging,记录
hyperlink,超链接
link,链接
pilot group,试点组
graphics engine,图形引擎
network file system,网络文件系统
Caller ID,呼叫方 ID
My Playlists,我的播放列表
static row filter,静态行筛选器
Microsoft Time Series algorithm,Microsoft 时序算法
return on investment,投资回报率
Native American,美国原生音乐
global menu bar,全局菜单栏
forward-only cursor,只进游标
foreign computer,外部计算机
Prepaid Computing Essentials,预付计算必备
delivery channel type,传递通道类型
report header,报表页眉
Team Explorer,团队资源管理器
turbulence force,紊流力
logical tree,逻辑树
Variant data type,变量数据类型
Task Scheduler Wizard,任务计划程序向导
Signed - unverified,已签署 - 未验证
Phone,电话
Asymmetric Digital Subscriber Line,非对称数字用户线
rolling upgrade,滚动升级
client logon Web page,客户端登录网页
cell spacing,单元格间距
autopostback,自动回发
object,对象
stacked column chart,堆积柱形图
home cell,主格
header source,域名源
section,节
Pointer tool,指针工具
no-bar fraction,无横线分数
Printer Migration,打印机迁移
visual interface,可视界面
graphical user interface,图形用户界面
warning level,警告等级
service mark,服务标志
alias,别名
e-mail alias,电子邮件别名
mail nickname,邮件别名
Gothic Rock,哥特式摇滚
bubbling,浮升
event bubbling,事件冒泡
phantom explosion,模拟计算
Help viewer,帮助查看器
print area,打印区域
golden release,黄金发布
edit,编辑
integral,整型
color balance,颜色平衡
provisioning,设置
corrupted suffix pattern,损坏的后缀模式
shared library,共享库
conference center,会议中心
Call Forwarding On,呼叫转接打开
error detection,错误检测
conversion tool,转换工具
default template,默认模板
billfold,记事本
conferencing service provider,会议服务提供商
source,源
power management,电源管理
RADIUS One-Time Password,RADIUS 一次性密码
Network Monitor,网络监视器
Microsoft Network Monitor,Microsoft 网络监视器
dimension association,维度关联
emoticon,表情
smiley,笑脸
bound column,绑定列
response time,响应时间
audio call,音频呼叫
Enhanced ScreenTip,增强的屏幕提示
ScreenTip,屏幕提示
workflow state,工作流状态
Semantic Model Definition Language,语义模型定义语言
poison-message queue,病毒消息队列
clear,兑现
soft SA,软件 SA
extended-selection list box,扩展选择列表框
lowercase,小写的
processing instructions,处理指令
probation,试用
Resource Manager,资源管理器
Hold,保持
valid,有效的
subscriber,订阅者
user account,用户帐户
velocity,速度
status,状态
availability,状态
online status,在线状态
namespace,命名空间
expression tree,表达式树
Real-Time Streaming Protocol,实时流协议
contact information,联系人信息
contact info,联系人信息
redistributable component,可再发行组件
test agent,测试代理
application endpoint,应用程序终结点
stack frame,堆栈帧
underflow,下溢
Work Phone,工作电话
intergroup adapter,组间适配器
superior control,上级控件
slot,槽
splined interpolation,样条内插
Remote Desktop Protocol,远程桌面协议
attestation identity key,证明标识密钥
Acoustic,非电声音乐
conditional,条件的
form template library,表单模板库
